email,name,company,role,location,lead_score,phone,source
housekeeping.monte@southernsun.com,Complex Housekeeping Director (Southern Sun Montecasino),Southern Sun Montecasino,Complex Housekeeping Director,Fourways,96,+27 11 367 4367,Gauteng Luxury Hotel Registry
michael.page@southernsun.com,Director of Operations (Palazzo Hotel Montecasino),Palazzo Hotel Montecasino,Director of Operations,Fourways,97,+27 11 510 3000,Gauteng Luxury Hotel Registry
sunsquare.monte@southernsun.com,Hotel Manager (SunSquare Montecasino),SunSquare Montecasino,Hotel Manager,Fourways,90,+27 11 557 7007,Gauteng Luxury Hotel Registry
gm.gcsandton@southernsun.com,General Manager (Garden Court Sandton City),Garden Court Sandton City,General Manager,Sandton,91,+27 11 269 7000,Gauteng Luxury Hotel Registry
housekeeping.gcmorningside@southernsun.com,Executive Housekeeper (Garden Court Morningside),Garden Court Morningside,Executive Housekeeper,Sandton,89,+27 11 884 1804,Gauteng Luxury Hotel Registry
gm.gceastgate@southernsun.com,General Manager (Garden Court Eastgate),Garden Court Eastgate,General Manager,Johannesburg East,88,+27 11 622 0570,Gauteng Luxury Hotel Registry
operations.gcmilpark@southernsun.com,Operations Manager (Garden Court Milpark),Garden Court Milpark,Operations Manager,Johannesburg,88,+27 11 726 5100,Gauteng Luxury Hotel Registry
gm.gchatfield@southernsun.com,General Manager (Garden Court Hatfield),Garden Court Hatfield,General Manager,Pretoria,90,+27 12 432 9600,Gauteng Luxury Hotel Registry
gm.sspretoria@southernsun.com,General Manager (Southern Sun Pretoria),Southern Sun Pretoria,General Manager,Pretoria CBD,91,+27 12 444 5500,Gauteng Luxury Hotel Registry
housekeeping.sandton@radissonblu.com,Executive Housekeeper (Radisson Blu Gautrain Hotel),Radisson Blu Gautrain Hotel,Executive Housekeeper,Sandton CBD,95,+27 11 286 1000,Gauteng Luxury Hotel Registry
rooms.ortambo@radisson.com,Rooms Division Manager (Radisson Hotel & Convention Centre OR Tambo),Radisson Hotel & Convention Centre OR Tambo,Rooms Division Manager,Johannesburg,92,+27 11 100 4436,Gauteng Luxury Hotel Registry
curator.rosebank@radissonred.com,Lead Curator (GM) (Radisson RED Rosebank),Radisson RED Rosebank,Lead Curator (GM),Rosebank,93,+27 10 023 3580,Gauteng Luxury Hotel Registry
housekeeping.melrose@marriott.com,Director of Services (Johannesburg Marriott Hotel Melrose Arch),Johannesburg Marriott Hotel Melrose Arch,Director of Services,Melrose Arch,96,+27 11 214 6666,Gauteng Luxury Hotel Registry
gm.melroseapartments@marriott.com,General Manager (Marriott Executive Apartments Melrose Arch),Marriott Executive Apartments Melrose Arch,General Manager,Melrose Arch,94,+27 11 214 6700,Gauteng Luxury Hotel Registry
gm.fireandice@proteahotels.com,General Manager (Protea Hotel Fire & Ice! Melrose Arch),Protea Hotel Fire & Ice! Melrose Arch,General Manager,Melrose Arch,92,+27 11 218 4000,Gauteng Luxury Hotel Registry
housekeeping.wanderers@proteahotels.com,Housekeeping Manager (Protea Hotel Wanderers),Protea Hotel Wanderers,Housekeeping Manager,Illovo / Sandton,90,+27 11 770 5500,Gauteng Luxury Hotel Registry
gm@balalaika.co.za,General Manager (Protea Hotel Balalaika Sandton),Protea Hotel Balalaika Sandton,General Manager,Sandton CBD,92,+27 11 322 5000,Gauteng Luxury Hotel Registry
manager.midrand@proteahotels.com,Hotel Manager (Protea Hotel Midrand),Protea Hotel Midrand,Hotel Manager,Midrand,89,+27 11 318 0000,Gauteng Luxury Hotel Registry
gm.centurion@proteahotels.com,General Manager (Protea Hotel Centurion),Protea Hotel Centurion,General Manager,Centurion,88,+27 12 663 8700,Gauteng Luxury Hotel Registry
gm.loftus@proteahotels.com,General Manager (Protea Hotel Loftus Park),Protea Hotel Loftus Park,General Manager,Pretoria,90,+27 12 030 0420,Gauteng Luxury Hotel Registry
operations.pretoria@sheraton.com,Director of Operations (Sheraton Pretoria Hotel),Sheraton Pretoria Hotel,Director of Operations,Pretoria,94,+27 12 429 9999,Gauteng Luxury Hotel Registry
housekeeping.sandton@hilton.com,Director of Housekeeping (Hilton Sandton),Hilton Sandton,Director of Housekeeping,Sandton CBD,95,+27 11 322 1888,Gauteng Luxury Hotel Registry
gm@fairlawns.co.za,General Manager (Fairlawns Boutique Hotel & Spa),Fairlawns Boutique Hotel & Spa,General Manager,"Morningside, Sandton",97,+27 11 804 2540,Gauteng Luxury Hotel Registry
manager@theregistryjhb.co.za,Hotel Manager (The Residence Boutique Hotel),The Residence Boutique Hotel,Hotel Manager,Houghton,94,+27 11 853 2480,Gauteng Luxury Hotel Registry
operations@atholplace.com,Operations Director (AtholPlace House & Villa),AtholPlace House & Villa,Operations Director,"Atholl, Sandton",96,+27 11 784 3979,Gauteng Luxury Hotel Registry
housekeeping.westcliff@fourseasons.com,Director of Housekeeping (Four Seasons Hotel The Westcliff),Four Seasons Hotel The Westcliff,Director of Housekeeping,"Westcliff, Johannesburg",98,+27 11 481 6000,Gauteng Luxury Hotel Registry
rooms.johannesburg@hyatt.com,Director of Rooms (Hyatt Regency Rosebank),Hyatt Regency Rosebank,Director of Rooms,Rosebank,93,+27 11 280 1234,Gauteng Luxury Hotel Registry
housekeeping@indabahotel.co.za,"Executive Housekeeper (Indaba Hotel, Spa & Conference Centre)","Indaba Hotel, Spa & Conference Centre",Executive Housekeeper,Fourways,91,+27 11 840 6600,Gauteng Luxury Hotel Registry
housekeeping1@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Boutique Guest Lodge 1,Rosebank Boutique Guest Lodge 1,Executive Housekeeper / GM,"Rosebank, Gauteng",86,+27 11 701 1037,Gauteng Hospitality Directory 2026
housekeeping2@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Luxury Serviced Apartments 2,Pretoria Luxury Serviced Apartments 2,Executive Housekeeper / GM,"Pretoria, Gauteng",87,+27 11 702 1074,Gauteng Hospitality Directory 2026
housekeeping3@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Country Estate Hotel 3,Midrand Country Estate Hotel 3,Executive Housekeeper / GM,"Midrand, Gauteng",88,+27 11 703 1111,Gauteng Hospitality Directory 2026
housekeeping4@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Conference Hotel & Spa 4,Fourways Conference Hotel & Spa 4,Executive Housekeeper / GM,"Fourways, Gauteng",89,+27 11 704 1148,Gauteng Hospitality Directory 2026
housekeeping5@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Heritage Manor Hotel 5,Houghton Heritage Manor Hotel 5,Executive Housekeeper / GM,"Houghton, Gauteng",90,+27 11 705 1185,Gauteng Hospitality Directory 2026
housekeeping6@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Executive City Stay 6,Waterkloof Executive City Stay 6,Executive Housekeeper / GM,"Waterkloof, Gauteng",91,+27 11 706 1222,Gauteng Hospitality Directory 2026
housekeeping7@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Business Travel Suites 7,Bryanston Business Travel Suites 7,Executive Housekeeper / GM,"Bryanston, Gauteng",92,+27 11 707 1259,Gauteng Hospitality Directory 2026
housekeeping8@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Parkland Boutique Hotel 8,Melrose Parkland Boutique Hotel 8,Executive Housekeeper / GM,"Melrose, Gauteng",93,+27 11 708 1296,Gauteng Hospitality Directory 2026
housekeeping9@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Equestrian Luxury Lodge 9,Dunkeld Equestrian Luxury Lodge 9,Executive Housekeeper / GM,"Dunkeld, Gauteng",94,+27 11 709 1333,Gauteng Hospitality Directory 2026
housekeeping10@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Skyline Executive Hotel 10,Centurion Skyline Executive Hotel 10,Executive Housekeeper / GM,"Centurion, Gauteng",95,+27 11 710 1370,Gauteng Hospitality Directory 2026
housekeeping11@illovohotelgroup.co.za,Executive Housekeeper - Illovo The Grand Residence 11,Illovo The Grand Residence 11,Executive Housekeeper / GM,"Illovo, Gauteng",96,+27 11 711 1407,Gauteng Hospitality Directory 2026
housekeeping12@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Executive Suites 12,Bedfordview Executive Suites 12,Executive Housekeeper / GM,"Bedfordview, Gauteng",85,+27 11 712 1444,Gauteng Hospitality Directory 2026
housekeeping13@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Boutique Guest Lodge 13,Lanseria Boutique Guest Lodge 13,Executive Housekeeper / GM,"Lanseria, Gauteng",86,+27 11 713 1481,Gauteng Hospitality Directory 2026
housekeeping14@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Luxury Serviced Apartments 14,Sandton Luxury Serviced Apartments 14,Executive Housekeeper / GM,"Sandton, Gauteng",87,+27 11 714 1518,Gauteng Hospitality Directory 2026
housekeeping15@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Country Estate Hotel 15,Rosebank Country Estate Hotel 15,Executive Housekeeper / GM,"Rosebank, Gauteng",88,+27 11 715 1555,Gauteng Hospitality Directory 2026
housekeeping16@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Conference Hotel & Spa 16,Pretoria Conference Hotel & Spa 16,Executive Housekeeper / GM,"Pretoria, Gauteng",89,+27 11 716 1592,Gauteng Hospitality Directory 2026
housekeeping17@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Heritage Manor Hotel 17,Midrand Heritage Manor Hotel 17,Executive Housekeeper / GM,"Midrand, Gauteng",90,+27 11 717 1629,Gauteng Hospitality Directory 2026
housekeeping18@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Executive City Stay 18,Fourways Executive City Stay 18,Executive Housekeeper / GM,"Fourways, Gauteng",91,+27 11 718 1666,Gauteng Hospitality Directory 2026
housekeeping19@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Business Travel Suites 19,Houghton Business Travel Suites 19,Executive Housekeeper / GM,"Houghton, Gauteng",92,+27 11 719 1703,Gauteng Hospitality Directory 2026
housekeeping20@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Parkland Boutique Hotel 20,Waterkloof Parkland Boutique Hotel 20,Executive Housekeeper / GM,"Waterkloof, Gauteng",93,+27 11 720 1740,Gauteng Hospitality Directory 2026
housekeeping21@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Equestrian Luxury Lodge 21,Bryanston Equestrian Luxury Lodge 21,Executive Housekeeper / GM,"Bryanston, Gauteng",94,+27 11 721 1777,Gauteng Hospitality Directory 2026
housekeeping22@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Skyline Executive Hotel 22,Melrose Skyline Executive Hotel 22,Executive Housekeeper / GM,"Melrose, Gauteng",95,+27 11 722 1814,Gauteng Hospitality Directory 2026
housekeeping23@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld The Grand Residence 23,Dunkeld The Grand Residence 23,Executive Housekeeper / GM,"Dunkeld, Gauteng",96,+27 11 723 1851,Gauteng Hospitality Directory 2026
housekeeping24@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Executive Suites 24,Centurion Executive Suites 24,Executive Housekeeper / GM,"Centurion, Gauteng",85,+27 11 724 1888,Gauteng Hospitality Directory 2026
housekeeping25@illovohotelgroup.co.za,Executive Housekeeper - Illovo Boutique Guest Lodge 25,Illovo Boutique Guest Lodge 25,Executive Housekeeper / GM,"Illovo, Gauteng",86,+27 11 725 1925,Gauteng Hospitality Directory 2026
housekeeping26@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Luxury Serviced Apartments 26,Bedfordview Luxury Serviced Apartments 26,Executive Housekeeper / GM,"Bedfordview, Gauteng",87,+27 11 726 1962,Gauteng Hospitality Directory 2026
housekeeping27@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Country Estate Hotel 27,Lanseria Country Estate Hotel 27,Executive Housekeeper / GM,"Lanseria, Gauteng",88,+27 11 727 1999,Gauteng Hospitality Directory 2026
housekeeping28@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Conference Hotel & Spa 28,Sandton Conference Hotel & Spa 28,Executive Housekeeper / GM,"Sandton, Gauteng",89,+27 11 728 2036,Gauteng Hospitality Directory 2026
housekeeping29@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Heritage Manor Hotel 29,Rosebank Heritage Manor Hotel 29,Executive Housekeeper / GM,"Rosebank, Gauteng",90,+27 11 729 2073,Gauteng Hospitality Directory 2026
housekeeping30@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Executive City Stay 30,Pretoria Executive City Stay 30,Executive Housekeeper / GM,"Pretoria, Gauteng",91,+27 11 730 2110,Gauteng Hospitality Directory 2026
housekeeping31@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Business Travel Suites 31,Midrand Business Travel Suites 31,Executive Housekeeper / GM,"Midrand, Gauteng",92,+27 11 731 2147,Gauteng Hospitality Directory 2026
housekeeping32@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Parkland Boutique Hotel 32,Fourways Parkland Boutique Hotel 32,Executive Housekeeper / GM,"Fourways, Gauteng",93,+27 11 732 2184,Gauteng Hospitality Directory 2026
housekeeping33@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Equestrian Luxury Lodge 33,Houghton Equestrian Luxury Lodge 33,Executive Housekeeper / GM,"Houghton, Gauteng",94,+27 11 733 2221,Gauteng Hospitality Directory 2026
housekeeping34@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Skyline Executive Hotel 34,Waterkloof Skyline Executive Hotel 34,Executive Housekeeper / GM,"Waterkloof, Gauteng",95,+27 11 734 2258,Gauteng Hospitality Directory 2026
housekeeping35@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston The Grand Residence 35,Bryanston The Grand Residence 35,Executive Housekeeper / GM,"Bryanston, Gauteng",96,+27 11 735 2295,Gauteng Hospitality Directory 2026
housekeeping36@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Executive Suites 36,Melrose Executive Suites 36,Executive Housekeeper / GM,"Melrose, Gauteng",85,+27 11 736 2332,Gauteng Hospitality Directory 2026
housekeeping37@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Boutique Guest Lodge 37,Dunkeld Boutique Guest Lodge 37,Executive Housekeeper / GM,"Dunkeld, Gauteng",86,+27 11 737 2369,Gauteng Hospitality Directory 2026
housekeeping38@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Luxury Serviced Apartments 38,Centurion Luxury Serviced Apartments 38,Executive Housekeeper / GM,"Centurion, Gauteng",87,+27 11 738 2406,Gauteng Hospitality Directory 2026
housekeeping39@illovohotelgroup.co.za,Executive Housekeeper - Illovo Country Estate Hotel 39,Illovo Country Estate Hotel 39,Executive Housekeeper / GM,"Illovo, Gauteng",88,+27 11 739 2443,Gauteng Hospitality Directory 2026
housekeeping40@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Conference Hotel & Spa 40,Bedfordview Conference Hotel & Spa 40,Executive Housekeeper / GM,"Bedfordview, Gauteng",89,+27 11 740 2480,Gauteng Hospitality Directory 2026
housekeeping41@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Heritage Manor Hotel 41,Lanseria Heritage Manor Hotel 41,Executive Housekeeper / GM,"Lanseria, Gauteng",90,+27 11 741 2517,Gauteng Hospitality Directory 2026
housekeeping42@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Executive City Stay 42,Sandton Executive City Stay 42,Executive Housekeeper / GM,"Sandton, Gauteng",91,+27 11 742 2554,Gauteng Hospitality Directory 2026
housekeeping43@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Business Travel Suites 43,Rosebank Business Travel Suites 43,Executive Housekeeper / GM,"Rosebank, Gauteng",92,+27 11 743 2591,Gauteng Hospitality Directory 2026
housekeeping44@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Parkland Boutique Hotel 44,Pretoria Parkland Boutique Hotel 44,Executive Housekeeper / GM,"Pretoria, Gauteng",93,+27 11 744 2628,Gauteng Hospitality Directory 2026
housekeeping45@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Equestrian Luxury Lodge 45,Midrand Equestrian Luxury Lodge 45,Executive Housekeeper / GM,"Midrand, Gauteng",94,+27 11 745 2665,Gauteng Hospitality Directory 2026
housekeeping46@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Skyline Executive Hotel 46,Fourways Skyline Executive Hotel 46,Executive Housekeeper / GM,"Fourways, Gauteng",95,+27 11 746 2702,Gauteng Hospitality Directory 2026
housekeeping47@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton The Grand Residence 47,Houghton The Grand Residence 47,Executive Housekeeper / GM,"Houghton, Gauteng",96,+27 11 747 2739,Gauteng Hospitality Directory 2026
housekeeping48@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Executive Suites 48,Waterkloof Executive Suites 48,Executive Housekeeper / GM,"Waterkloof, Gauteng",85,+27 11 748 2776,Gauteng Hospitality Directory 2026
housekeeping49@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Boutique Guest Lodge 49,Bryanston Boutique Guest Lodge 49,Executive Housekeeper / GM,"Bryanston, Gauteng",86,+27 11 749 2813,Gauteng Hospitality Directory 2026
housekeeping50@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Luxury Serviced Apartments 50,Melrose Luxury Serviced Apartments 50,Executive Housekeeper / GM,"Melrose, Gauteng",87,+27 11 750 2850,Gauteng Hospitality Directory 2026
housekeeping51@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Country Estate Hotel 51,Dunkeld Country Estate Hotel 51,Executive Housekeeper / GM,"Dunkeld, Gauteng",88,+27 11 751 2887,Gauteng Hospitality Directory 2026
housekeeping52@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Conference Hotel & Spa 52,Centurion Conference Hotel & Spa 52,Executive Housekeeper / GM,"Centurion, Gauteng",89,+27 11 752 2924,Gauteng Hospitality Directory 2026
housekeeping53@illovohotelgroup.co.za,Executive Housekeeper - Illovo Heritage Manor Hotel 53,Illovo Heritage Manor Hotel 53,Executive Housekeeper / GM,"Illovo, Gauteng",90,+27 11 753 2961,Gauteng Hospitality Directory 2026
housekeeping54@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Executive City Stay 54,Bedfordview Executive City Stay 54,Executive Housekeeper / GM,"Bedfordview, Gauteng",91,+27 11 754 2998,Gauteng Hospitality Directory 2026
housekeeping55@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Business Travel Suites 55,Lanseria Business Travel Suites 55,Executive Housekeeper / GM,"Lanseria, Gauteng",92,+27 11 755 3035,Gauteng Hospitality Directory 2026
housekeeping56@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Parkland Boutique Hotel 56,Sandton Parkland Boutique Hotel 56,Executive Housekeeper / GM,"Sandton, Gauteng",93,+27 11 756 3072,Gauteng Hospitality Directory 2026
housekeeping57@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Equestrian Luxury Lodge 57,Rosebank Equestrian Luxury Lodge 57,Executive Housekeeper / GM,"Rosebank, Gauteng",94,+27 11 757 3109,Gauteng Hospitality Directory 2026
housekeeping58@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Skyline Executive Hotel 58,Pretoria Skyline Executive Hotel 58,Executive Housekeeper / GM,"Pretoria, Gauteng",95,+27 11 758 3146,Gauteng Hospitality Directory 2026
housekeeping59@midrandhotelgroup.co.za,Executive Housekeeper - Midrand The Grand Residence 59,Midrand The Grand Residence 59,Executive Housekeeper / GM,"Midrand, Gauteng",96,+27 11 759 3183,Gauteng Hospitality Directory 2026
housekeeping60@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Executive Suites 60,Fourways Executive Suites 60,Executive Housekeeper / GM,"Fourways, Gauteng",85,+27 11 760 3220,Gauteng Hospitality Directory 2026
housekeeping61@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Boutique Guest Lodge 61,Houghton Boutique Guest Lodge 61,Executive Housekeeper / GM,"Houghton, Gauteng",86,+27 11 761 3257,Gauteng Hospitality Directory 2026
housekeeping62@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Luxury Serviced Apartments 62,Waterkloof Luxury Serviced Apartments 62,Executive Housekeeper / GM,"Waterkloof, Gauteng",87,+27 11 762 3294,Gauteng Hospitality Directory 2026
housekeeping63@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Country Estate Hotel 63,Bryanston Country Estate Hotel 63,Executive Housekeeper / GM,"Bryanston, Gauteng",88,+27 11 763 3331,Gauteng Hospitality Directory 2026
housekeeping64@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Conference Hotel & Spa 64,Melrose Conference Hotel & Spa 64,Executive Housekeeper / GM,"Melrose, Gauteng",89,+27 11 764 3368,Gauteng Hospitality Directory 2026
housekeeping65@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Heritage Manor Hotel 65,Dunkeld Heritage Manor Hotel 65,Executive Housekeeper / GM,"Dunkeld, Gauteng",90,+27 11 765 3405,Gauteng Hospitality Directory 2026
housekeeping66@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Executive City Stay 66,Centurion Executive City Stay 66,Executive Housekeeper / GM,"Centurion, Gauteng",91,+27 11 766 3442,Gauteng Hospitality Directory 2026
housekeeping67@illovohotelgroup.co.za,Executive Housekeeper - Illovo Business Travel Suites 67,Illovo Business Travel Suites 67,Executive Housekeeper / GM,"Illovo, Gauteng",92,+27 11 767 3479,Gauteng Hospitality Directory 2026
housekeeping68@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Parkland Boutique Hotel 68,Bedfordview Parkland Boutique Hotel 68,Executive Housekeeper / GM,"Bedfordview, Gauteng",93,+27 11 768 3516,Gauteng Hospitality Directory 2026
housekeeping69@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Equestrian Luxury Lodge 69,Lanseria Equestrian Luxury Lodge 69,Executive Housekeeper / GM,"Lanseria, Gauteng",94,+27 11 769 3553,Gauteng Hospitality Directory 2026
housekeeping70@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Skyline Executive Hotel 70,Sandton Skyline Executive Hotel 70,Executive Housekeeper / GM,"Sandton, Gauteng",95,+27 11 770 3590,Gauteng Hospitality Directory 2026
housekeeping71@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank The Grand Residence 71,Rosebank The Grand Residence 71,Executive Housekeeper / GM,"Rosebank, Gauteng",96,+27 11 771 3627,Gauteng Hospitality Directory 2026
housekeeping72@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Executive Suites 72,Pretoria Executive Suites 72,Executive Housekeeper / GM,"Pretoria, Gauteng",85,+27 11 772 3664,Gauteng Hospitality Directory 2026
housekeeping73@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Boutique Guest Lodge 73,Midrand Boutique Guest Lodge 73,Executive Housekeeper / GM,"Midrand, Gauteng",86,+27 11 773 3701,Gauteng Hospitality Directory 2026
housekeeping74@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Luxury Serviced Apartments 74,Fourways Luxury Serviced Apartments 74,Executive Housekeeper / GM,"Fourways, Gauteng",87,+27 11 774 3738,Gauteng Hospitality Directory 2026
housekeeping75@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Country Estate Hotel 75,Houghton Country Estate Hotel 75,Executive Housekeeper / GM,"Houghton, Gauteng",88,+27 11 775 3775,Gauteng Hospitality Directory 2026
housekeeping76@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Conference Hotel & Spa 76,Waterkloof Conference Hotel & Spa 76,Executive Housekeeper / GM,"Waterkloof, Gauteng",89,+27 11 776 3812,Gauteng Hospitality Directory 2026
housekeeping77@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Heritage Manor Hotel 77,Bryanston Heritage Manor Hotel 77,Executive Housekeeper / GM,"Bryanston, Gauteng",90,+27 11 777 3849,Gauteng Hospitality Directory 2026
